,Flow
2014-01-18 15:38:00,88.964
2014-01-18 15:39:00,88.477
2014-01-18 15:40:00,88.217
2014-01-18 15:41:00,88.639
2014-01-18 15:42:00,87.436
2014-01-18 15:43:00,86.77
2014-01-18 15:44:00,86.689
2014-01-18 15:45:00,86.66
2014-01-18 15:46:00,86.122
2014-01-18 15:47:00,84.079
2014-01-18 15:48:00,82.858
2014-01-18 15:49:00,82.233
2014-01-18 15:50:00,82.21
2014-01-18 15:51:00,81.793
2014-01-18 15:52:00,80.757
2014-01-18 15:53:00,81.168
2014-01-18 15:54:00,81.208
2014-01-18 15:55:00,80.225
2014-01-18 15:56:00,80.427
2014-01-18 15:57:00,79.339
2014-01-18 15:58:00,78.292
2014-01-18 15:59:00,79.218
2014-01-18 16:00:00,78.205
2014-01-18 16:01:00,78.639
2014-01-18 16:02:00,77.742
2014-01-18 16:03:00,78.211
2014-01-18 16:04:00,77.996
2014-01-18 16:05:00,78.65
2014-01-18 16:06:00,78.656
2014-01-18 16:07:00,78.297
2014-01-18 16:08:00,78.645
2014-01-18 16:09:00,78.656
2014-01-18 16:10:00,78.483
2014-01-18 16:11:00,78.697
2014-01-18 16:12:00,79.374
2014-01-18 16:13:00,78.951
2014-01-18 16:14:00,79.229
2014-01-18 16:15:00,79.27
2014-01-18 16:16:00,79.397
2014-01-18 16:17:00,78.975
2014-01-18 16:18:00,79.629
2014-01-18 16:19:00,78.894
2014-01-18 16:20:00,79.084
2014-01-18 16:21:00,78.512
2014-01-18 16:22:00,78.784
2014-01-18 16:23:00,78.847
2014-01-18 16:24:00,78.268
2014-01-18 16:25:00,79.299
2014-01-18 16:26:00,79.299
2014-01-18 16:27:00,79.38
2014-01-18 16:28:00,78.836
2014-01-18 16:29:00,78.98
2014-01-18 16:30:00,79.38
2014-01-18 16:31:00,79.461
2014-01-18 16:32:00,79.501
2014-01-18 16:33:00,79.466
2014-01-18 16:34:00,78.975
2014-01-18 16:35:00,79.553
2014-01-18 16:36:00,80.445
2014-01-18 16:37:00,79.438
2014-01-18 16:38:00,79.38
2014-01-18 16:39:00,79.009
2014-01-18 16:40:00,79.38
2014-01-18 16:41:00,79.553
2014-01-18 16:42:00,79.466
2014-01-18 16:43:00,78.176
2014-01-18 16:44:00,78.87
2014-01-18 16:45:00,79.38
2014-01-18 16:46:00,78.969
2014-01-18 16:47:00,79.785
2014-01-18 16:48:00,78.286
2014-01-18 16:49:00,79.275
2014-01-18 16:50:00,79.38
2014-01-18 16:51:00,79.461
2014-01-18 16:52:00,79.461
2014-01-18 16:53:00,79.42
2014-01-18 16:54:00,79.461
2014-01-18 16:55:00,79.42
2014-01-18 16:56:00,79.426
2014-01-18 16:57:00,79.206
2014-01-18 16:58:00,79.38
2014-01-18 16:59:00,78.975
2014-01-18 17:00:00,79.785
2014-01-18 17:01:00,79.466
2014-01-18 17:02:00,79.003
2014-01-18 17:03:00,78.963
2014-01-18 17:04:00,79.345
2014-01-18 17:05:00,78.454
2014-01-18 17:06:00,79.258
2014-01-18 17:07:00,78.801
2014-01-18 17:08:00,78.396
2014-01-18 17:09:00,79.119
2014-01-18 17:10:00,78.737
2014-01-18 17:11:00,78.836
2014-01-18 17:12:00,78.755
2014-01-18 17:13:00,78.35
2014-01-18 17:14:00,79.177
2014-01-18 17:15:00,79.206
2014-01-18 17:16:00,79.368
2014-01-18 17:17:00,79.501
2014-01-18 17:18:00,79.357
2014-01-18 17:19:00,79.461
2014-01-18 17:20:00,78.598
2014-01-18 17:21:00,79.229
2014-01-18 17:22:00,77.493
2014-01-18 17:23:00,76.961
2014-01-18 17:24:00,75.832
2014-01-18 17:25:00,74.975
2014-01-18 17:26:00,74.675
2014-01-18 17:27:00,74.24
2014-01-18 17:28:00,73.754
2014-01-18 17:29:00,73.702
2014-01-18 17:30:00,73.534
2014-01-18 17:31:00,73.21
2014-01-18 17:32:00,73.222
2014-01-18 17:33:00,73.199
2014-01-18 17:34:00,73.615
2014-01-18 17:35:00,73.083
2014-01-18 17:36:00,73.309
2014-01-18 17:37:00,73.129
2014-01-18 17:38:00,73.077
2014-01-18 17:39:00,73.042
2014-01-18 17:40:00,73.372
2014-01-18 17:41:00,73.042
2014-01-18 17:42:00,72.782
2014-01-18 17:43:00,71.729
2014-01-18 17:44:00,71.191
2014-01-18 17:45:00,70.733
2014-01-18 17:46:00,70.629
2014-01-18 17:47:00,70.311
2014-01-18 17:48:00,70.456
2014-01-18 17:49:00,69.836
2014-01-18 17:50:00,70.021
2014-01-18 17:51:00,70.953
2014-01-18 17:52:00,70.438
2014-01-18 17:53:00,70.623
2014-01-18 17:54:00,70.346
2014-01-18 17:55:00,70.774
2014-01-18 17:56:00,70.062
2014-01-18 17:57:00,68.528
2014-01-18 17:58:00,70.102
2014-01-18 17:59:00,70.542
2014-01-18 18:00:00,70.166
2014-01-18 18:01:00,70.907
2014-01-18 18:02:00,70.652
2014-01-18 18:03:00,70.629
2014-01-18 18:04:00,70.571
2014-01-18 18:05:00,70.704
2014-01-18 18:06:00,70.548
2014-01-18 18:07:00,71.272
2014-01-18 18:08:00,71.185
2014-01-18 18:09:00,70.971
2014-01-18 18:10:00,71.086
2014-01-18 18:11:00,70.756
2014-01-18 18:12:00,71.034
2014-01-18 18:13:00,70.05
2014-01-18 18:14:00,70.525
2014-01-18 18:15:00,69.616
2014-01-18 18:16:00,69.657
2014-01-18 18:17:00,69.477
2014-01-18 18:18:00,69.46
2014-01-18 18:19:00,68.974
2014-01-18 18:20:00,69.344
2014-01-18 18:21:00,69.379
2014-01-18 18:22:00,69.379
2014-01-18 18:23:00,69.784
2014-01-18 18:24:00,68.193
2014-01-18 18:25:00,69.327
2014-01-18 18:26:00,69.547
2014-01-18 18:27:00,69.35
2014-01-18 18:28:00,69.396
2014-01-18 18:29:00,69.848
2014-01-18 18:30:00,69.495
2014-01-18 18:31:00,69.425
2014-01-18 18:32:00,69.622
2014-01-18 18:33:00,69.53
2014-01-18 18:34:00,69.489
2014-01-18 18:35:00,69.512
2014-01-18 18:36:00,69.802
2014-01-18 18:37:00,69.634
2014-01-18 18:38:00,69.275
2014-01-18 18:39:00,68.922
2014-01-18 18:40:00,68.76
2014-01-18 18:41:00,69.292
2014-01-18 18:42:00,69.165
2014-01-18 18:43:00,68.395
2014-01-18 18:44:00,68.922
2014-01-18 18:45:00,69.263
2014-01-18 18:46:00,68.702
2014-01-18 18:47:00,68.76
2014-01-18 18:48:00,69.356
2014-01-18 18:49:00,69.281
2014-01-18 18:50:00,69.292
2014-01-18 18:51:00,69.298
2014-01-18 18:52:00,69.362
2014-01-18 18:53:00,69.373
2014-01-18 18:54:00,69.379
2014-01-18 18:55:00,69.553
2014-01-18 18:56:00,69.842
2014-01-18 18:57:00,69.379
2014-01-18 18:58:00,69.46
2014-01-18 18:59:00,69.454
2014-01-18 19:00:00,69.379
2014-01-18 19:01:00,69.379
2014-01-18 19:02:00,69.414
2014-01-18 19:03:00,69.049
2014-01-18 19:04:00,66.04
2014-01-18 19:05:00,69.211
2014-01-18 19:06:00,68.598
2014-01-18 19:07:00,69.379
2014-01-18 19:08:00,69.379
2014-01-18 19:09:00,69.379
2014-01-18 19:10:00,69.9
2014-01-18 19:11:00,69.408
2014-01-18 19:12:00,69.379
2014-01-18 19:13:00,69.576
2014-01-18 19:14:00,69.46
2014-01-18 19:15:00,68.876
2014-01-18 19:16:00,70.369
2014-01-18 19:17:00,70.282
2014-01-18 19:18:00,69.431
2014-01-18 19:19:00,70.039
2014-01-18 19:20:00,69.946
2014-01-18 19:21:00,70.409
2014-01-18 19:22:00,69.703
2014-01-18 19:23:00,69.993
2014-01-18 19:24:00,69.379
2014-01-18 19:25:00,70.542
2014-01-18 19:26:00,70.502
2014-01-18 19:27:00,70.612
2014-01-18 19:28:00,70.646
2014-01-18 19:29:00,70.56
2014-01-18 19:30:00,70.137
2014-01-18 19:31:00,69.929
2014-01-18 19:32:00,69.547
2014-01-18 19:33:00,69.582
2014-01-18 19:34:00,69.854
2014-01-18 19:35:00,69.761
2014-01-18 19:36:00,70.108
2014-01-18 19:37:00,70.612
2014-01-18 19:38:00,69.755
2014-01-18 19:39:00,69.958
2014-01-18 19:40:00,70.629
2014-01-18 19:41:00,70.12
2014-01-18 19:42:00,70.184
2014-01-18 19:43:00,69.599
2014-01-18 19:44:00,69.813
2014-01-18 19:45:00,70.496
2014-01-18 19:46:00,69.917
2014-01-18 19:47:00,69.229
2014-01-18 19:48:00,69.547
2014-01-18 19:49:00,70.253
2014-01-18 19:50:00,71.092
2014-01-18 19:51:00,71.289
2014-01-18 19:52:00,71.561
2014-01-18 19:53:00,71.914
2014-01-18 19:54:00,72.383
2014-01-18 19:55:00,72.504
2014-01-18 19:56:00,74.073
2014-01-18 19:57:00,74.35
2014-01-18 19:58:00,74.368
2014-01-18 19:59:00,75.23
2014-01-18 20:00:00,75.34
2014-01-18 20:01:00,75.433
2014-01-18 20:02:00,75.004
2014-01-18 20:03:00,74.594
2014-01-18 20:04:00,75.004
2014-01-18 20:05:00,75.236
2014-01-18 20:06:00,75.271
2014-01-18 20:07:00,75.381
2014-01-18 20:08:00,75.433
2014-01-18 20:09:00,75.369
2014-01-18 20:10:00,75.606
2014-01-18 20:11:00,75.519
2014-01-18 20:12:00,75.647
2014-01-18 20:13:00,76.202
2014-01-18 20:14:00,75.728
2014-01-18 20:15:00,75.757
2014-01-18 20:16:00,76.544
2014-01-18 20:17:00,76.15
2014-01-18 20:18:00,76.746
2014-01-18 20:19:00,76.359
2014-01-18 20:20:00,77.146
2014-01-18 20:21:00,77.95
2014-01-18 20:22:00,77.094
2014-01-18 20:23:00,78.002
2014-01-18 20:24:00,78.535
2014-01-18 20:25:00,78.662
2014-01-18 20:26:00,77.713
2014-01-18 20:27:00,78.049
2014-01-18 20:28:00,78.112
2014-01-18 20:29:00,78.049
2014-01-18 20:30:00,77.724
2014-01-18 20:31:00,78.749
2014-01-18 20:32:00,79.206
2014-01-18 20:33:00,78.859
2014-01-18 20:34:00,79.351
2014-01-18 20:35:00,78.859
2014-01-18 20:36:00,79.391
2014-01-18 20:37:00,78.94
2014-01-18 20:38:00,78.946
2014-01-18 20:39:00,79.264
2014-01-18 20:40:00,79.362
2014-01-18 20:41:00,80.109
2014-01-18 20:42:00,80.485
2014-01-18 20:43:00,79.646
2014-01-18 20:44:00,81.145
2014-01-18 20:45:00,80.039
2014-01-18 20:46:00,81.342
2014-01-18 20:47:00,81.423
2014-01-18 20:48:00,82.395
2014-01-18 20:49:00,82.082
2014-01-18 20:50:00,82.239
2014-01-18 20:51:00,81.347
2014-01-18 20:52:00,82.916
2014-01-18 20:53:00,82.505
2014-01-18 20:54:00,82.592
2014-01-18 20:55:00,83.072
2014-01-18 20:56:00,81.949
2014-01-18 20:57:00,82.829
2014-01-18 20:58:00,82.007
2014-01-18 20:59:00,81.423
2014-01-18 21:00:00,82.673
2014-01-18 21:01:00,82.233
2014-01-18 21:02:00,82.534
2014-01-18 21:03:00,82.053
2014-01-18 21:04:00,82.372
2014-01-18 21:05:00,82.95
2014-01-18 21:06:00,83.286
2014-01-18 21:07:00,83.037
2014-01-18 21:08:00,81.949
2014-01-18 21:09:00,83.014
2014-01-18 21:10:00,82.609
2014-01-18 21:11:00,82.707
2014-01-18 21:12:00,82.071
2014-01-18 21:13:00,83.327
2014-01-18 21:14:00,83.541
2014-01-18 21:15:00,84.004
2014-01-18 21:16:00,83.749
2014-01-18 21:17:00,83.871
2014-01-18 21:18:00,83.755
2014-01-18 21:19:00,83.535
2014-01-18 21:20:00,84.461
2014-01-18 21:21:00,85.358
2014-01-18 21:22:00,84.889
2014-01-18 21:23:00,84.583
2014-01-18 21:24:00,85.017
2014-01-18 21:25:00,84.895
2014-01-18 21:26:00,84.976
2014-01-18 21:27:00,84.831
2014-01-18 21:28:00,85.069
2014-01-18 21:29:00,85.022
2014-01-18 21:30:00,85.497
2014-01-18 21:31:00,85.566
2014-01-18 21:32:00,85.595
2014-01-18 21:33:00,84.629
2014-01-18 21:34:00,85.763
2014-01-18 21:35:00,87.546
2014-01-18 21:36:00,86.77
2014-01-18 21:37:00,87.366
2014-01-18 21:38:00,86.556
2014-01-18 21:39:00,87.285
2014-01-18 21:40:00,88.211
2014-01-18 21:41:00,87.922
2014-01-18 21:42:00,87.366
2014-01-18 21:43:00,87.731
2014-01-18 21:44:00,87.951
2014-01-18 21:45:00,88.703
2014-01-18 21:46:00,89.693
2014-01-18 21:47:00,89.05
2014-01-18 21:48:00,87.997
2014-01-18 21:49:00,88.975
2014-01-18 21:50:00,87.997
2014-01-18 21:51:00,89.264
2014-01-18 21:52:00,89.369
2014-01-18 21:53:00,88.859
2014-01-18 21:54:00,89.328
2014-01-18 21:55:00,89.218
2014-01-18 21:56:00,88.854
2014-01-18 21:57:00,90.41
2014-01-18 21:58:00,91.07
2014-01-18 21:59:00,91.232
2014-01-18 22:00:00,92.459
2014-01-18 22:01:00,91.36
2014-01-18 22:02:00,92.957
2014-01-18 22:03:00,93.015
2014-01-18 22:04:00,93.426
2014-01-18 22:05:00,93.669
2014-01-18 22:06:00,94.294
2014-01-18 22:07:00,93.918
2014-01-18 22:08:00,93.848
2014-01-18 22:09:00,94.132
2014-01-18 22:10:00,93.727
2014-01-18 22:11:00,94.282
2014-01-18 22:12:00,93.761
2014-01-18 22:13:00,93.755
2014-01-18 22:14:00,93.767
2014-01-18 22:15:00,93.779
2014-01-18 22:16:00,93.657
2014-01-18 22:17:00,93.264
2014-01-18 22:18:00,91.672
2014-01-18 22:19:00,93.75
2014-01-18 22:20:00,94.404
2014-01-18 22:21:00,94.438
2014-01-18 22:22:00,94.444
2014-01-18 22:23:00,94.89
2014-01-18 22:24:00,95.92
2014-01-18 22:25:00,95.613
2014-01-18 22:26:00,95.359
2014-01-18 22:27:00,96.528
2014-01-18 22:28:00,97.234
2014-01-18 22:29:00,97.251
2014-01-18 22:30:00,95.335
2014-01-18 22:31:00,97.494
2014-01-18 22:32:00,96.383
2014-01-18 22:33:00,97.025
2014-01-18 22:34:00,95.868
2014-01-18 22:35:00,95.44
2014-01-18 22:36:00,96.435
2014-01-18 22:37:00,96.661
2014-01-18 22:38:00,96.238
2014-01-18 22:39:00,96.545
2014-01-18 22:40:00,96.638
2014-01-18 22:41:00,97.373
2014-01-18 22:42:00,98.432
2014-01-18 22:43:00,97.101
2014-01-18 22:44:00,97.668
2014-01-18 22:45:00,98.131
2014-01-18 22:46:00,98.31
2014-01-18 22:47:00,98.617
2014-01-18 22:48:00,98.137
2014-01-18 22:49:00,98.328
2014-01-18 22:50:00,98.542
2014-01-18 22:51:00,98.86
2014-01-18 22:52:00,98.814
2014-01-18 22:53:00,98.843
2014-01-18 22:54:00,97.992
2014-01-18 22:55:00,98.16
2014-01-18 22:56:00,98.304
2014-01-18 22:57:00,98.27
2014-01-18 22:58:00,97.581
2014-01-18 22:59:00,97.43
2014-01-18 23:00:00,97.095
2014-01-18 23:01:00,96.464
2014-01-18 23:02:00,96.788
2014-01-18 23:03:00,96.423
2014-01-18 23:04:00,95.509
2014-01-18 23:05:00,97.228
2014-01-18 23:06:00,98.009
2014-01-18 23:07:00,97.714
2014-01-18 23:08:00,99.676
2014-01-18 23:09:00,99.936
2014-01-18 23:10:00,100.18
2014-01-18 23:11:00,100.92
2014-01-18 23:12:00,100.69
2014-01-18 23:13:00,101.52
2014-01-18 23:14:00,101.68
2014-01-18 23:15:00,101.46
2014-01-18 23:16:00,101.84
2014-01-18 23:17:00,102.77
2014-01-18 23:18:00,102.74
2014-01-18 23:19:00,102.12
2014-01-18 23:20:00,101.76
2014-01-18 23:21:00,101.93
2014-01-18 23:22:00,101.64
2014-01-18 23:23:00,100.52
2014-01-18 23:24:00,98.756
2014-01-18 23:25:00,100.68
2014-01-18 23:26:00,101.34
2014-01-18 23:27:00,100.96
2014-01-18 23:28:00,100.96
2014-01-18 23:29:00,100.31
2014-01-18 23:30:00,101.46
2014-01-18 23:31:00,100.72
2014-01-18 23:32:00,100.67
2014-01-18 23:33:00,100.44
2014-01-18 23:34:00,101.06
2014-01-18 23:35:00,99.948
2014-01-18 23:36:00,101.37
2014-01-18 23:37:00,102.21
2014-01-18 23:38:00,102.81
2014-01-18 23:39:00,101.82
2014-01-18 23:40:00,101.42
2014-01-18 23:41:00,101.86
2014-01-18 23:42:00,101.23
2014-01-18 23:43:00,101.19
2014-01-18 23:44:00,101.88
2014-01-18 23:45:00,101.35
2014-01-18 23:46:00,101.13
2014-01-18 23:47:00,100.42
2014-01-18 23:48:00,100.29
2014-01-18 23:49:00,100.26
2014-01-18 23:50:00,101.55
2014-01-18 23:51:00,101.34
2014-01-18 23:52:00,101.24
2014-01-18 23:53:00,100.14
2014-01-18 23:54:00,101.36
2014-01-18 23:55:00,101.72
2014-01-18 23:56:00,101.66
2014-01-18 23:57:00,101.09
2014-01-18 23:58:00,99.201
2014-01-18 23:59:00,101.34
2014-01-19 00:00:00,101.86
2014-01-19 00:01:00,100.51
2014-01-19 00:02:00,102.29
2014-01-19 00:03:00,102.17
2014-01-19 00:04:00,101.52
2014-01-19 00:05:00,101.02
2014-01-19 00:06:00,102.56
2014-01-19 00:07:00,101.48
2014-01-19 00:08:00,100.88
2014-01-19 00:09:00,100.35
2014-01-19 00:10:00,100.86
2014-01-19 00:11:00,101.71
2014-01-19 00:12:00,101.34
2014-01-19 00:13:00,101.92
2014-01-19 00:14:00,101.94
2014-01-19 00:15:00,101.64
2014-01-19 00:16:00,102.1
2014-01-19 00:17:00,101.85
2014-01-19 00:18:00,101.75
2014-01-19 00:19:00,101.58
2014-01-19 00:20:00,100.9
2014-01-19 00:21:00,101.88
2014-01-19 00:22:00,102.07
2014-01-19 00:23:00,101.78
2014-01-19 00:24:00,101.28
2014-01-19 00:25:00,101.68
2014-01-19 00:26:00,102.45
2014-01-19 00:27:00,102.07
2014-01-19 00:28:00,101.48
2014-01-19 00:29:00,101.76
2014-01-19 00:30:00,102.37
2014-01-19 00:31:00,101.66
2014-01-19 00:32:00,100.01
2014-01-19 00:33:00,101.66
2014-01-19 00:34:00,101.38
2014-01-19 00:35:00,101.26
2014-01-19 00:36:00,95.48
2014-01-19 00:37:00,101.04
2014-01-19 00:38:00,100.75
2014-01-19 00:39:00,101.22
2014-01-19 00:40:00,101.15
2014-01-19 00:41:00,100.39
2014-01-19 00:42:00,101.15
2014-01-19 00:43:00,101.2
2014-01-19 00:44:00,101.31
2014-01-19 00:45:00,102.08
2014-01-19 00:46:00,100.36
2014-01-19 00:47:00,100.13
2014-01-19 00:48:00,101.36
2014-01-19 00:49:00,100.91
2014-01-19 00:50:00,101.65
2014-01-19 00:51:00,101.44
2014-01-19 00:52:00,100.9
2014-01-19 00:53:00,101.4
2014-01-19 00:54:00,101.24
2014-01-19 00:55:00,100.28
2014-01-19 00:56:00,101.36
2014-01-19 00:57:00,101.75
2014-01-19 00:58:00,101.27
2014-01-19 00:59:00,101.64
2014-01-19 01:00:00,101.33
2014-01-19 01:01:00,100.36
2014-01-19 01:02:00,101.58
2014-01-19 01:03:00,101.26
2014-01-19 01:04:00,95.885
2014-01-19 01:05:00,99.844
2014-01-19 01:06:00,100.98
2014-01-19 01:07:00,100.68
2014-01-19 01:08:00,100.69
2014-01-19 01:09:00,100.63
2014-01-19 01:10:00,100.76
2014-01-19 01:11:00,101.23
2014-01-19 01:12:00,100.9
2014-01-19 01:13:00,100.17
2014-01-19 01:14:00,101.09
2014-01-19 01:15:00,101.23
2014-01-19 01:16:00,100.46
2014-01-19 01:17:00,100.71
2014-01-19 01:18:00,101.09
2014-01-19 01:19:00,100.01
2014-01-19 01:20:00,99.462
2014-01-19 01:21:00,100.08
2014-01-19 01:22:00,100.56
2014-01-19 01:23:00,100.38
2014-01-19 01:24:00,101.13
2014-01-19 01:25:00,100.14
2014-01-19 01:26:00,100.17
2014-01-19 01:27:00,100.2
2014-01-19 01:28:00,99.902
2014-01-19 01:29:00,99.601
2014-01-19 01:30:00,100.58
2014-01-19 01:31:00,100.1
2014-01-19 01:32:00,100.62
2014-01-19 01:33:00,99.688
2014-01-19 01:34:00,99.792
2014-01-19 01:35:00,100.54
2014-01-19 01:36:00,99.873
2014-01-19 01:37:00,100.53
2014-01-19 01:38:00,98.056
2014-01-19 01:39:00,99.358
2014-01-19 01:40:00,99.363
2014-01-19 01:41:00,98.848
2014-01-19 01:42:00,98.154
2014-01-19 01:43:00,96.423
2014-01-19 01:44:00,96.256
2014-01-19 01:45:00,96.094
2014-01-19 01:46:00,96.169
2014-01-19 01:47:00,95.555
2014-01-19 01:48:00,95.341
2014-01-19 01:49:00,92.818
2014-01-19 01:50:00,94.809
2014-01-19 01:51:00,94.352
2014-01-19 01:52:00,93.975
2014-01-19 01:53:00,94.282
2014-01-19 01:54:00,93.865
2014-01-19 01:55:00,94.201
2014-01-19 01:56:00,94.467
2014-01-19 01:57:00,93.877
2014-01-19 01:58:00,94.363
2014-01-19 01:59:00,94.381
2014-01-19 02:00:00,94.34
2014-01-19 02:01:00,94.323
2014-01-19 02:02:00,94.438
2014-01-19 02:03:00,94.172
2014-01-19 02:04:00,94.161
2014-01-19 02:05:00,93.854
2014-01-19 02:06:00,93.356
2014-01-19 02:07:00,93.402
2014-01-19 02:08:00,92.378
2014-01-19 02:09:00,92.905
2014-01-19 02:10:00,92.43
2014-01-19 02:11:00,92.806
2014-01-19 02:12:00,92.679
2014-01-19 02:13:00,91.666
2014-01-19 02:14:00,91.956
2014-01-19 02:15:00,92.083
2014-01-19 02:16:00,91.504
2014-01-19 02:17:00,92.413
2014-01-19 02:18:00,91.62
2014-01-19 02:19:00,91.788
2014-01-19 02:20:00,92.037
2014-01-19 02:21:00,91.759
2014-01-19 02:22:00,91.487
2014-01-19 02:23:00,91.07
2014-01-19 02:24:00,91.4
2014-01-19 02:25:00,90.85
2014-01-19 02:26:00,91.458
2014-01-19 02:27:00,90.983
2014-01-19 02:28:00,92.257
2014-01-19 02:29:00,91.284
2014-01-19 02:30:00,91.116
2014-01-19 02:31:00,90.827
2014-01-19 02:32:00,90.781
2014-01-19 02:33:00,89.322
2014-01-19 02:34:00,90.821
2014-01-19 02:35:00,90.26
2014-01-19 02:36:00,91.88
2014-01-19 02:37:00,92.54
2014-01-19 02:38:00,91.169
2014-01-19 02:39:00,90.381
2014-01-19 02:40:00,92.32
2014-01-19 02:41:00,91.799
2014-01-19 02:42:00,91.736
2014-01-19 02:43:00,90.995
2014-01-19 02:44:00,90.358
2014-01-19 02:45:00,91.562
2014-01-19 02:46:00,91.429
2014-01-19 02:47:00,91.649
2014-01-19 02:48:00,92.222
2014-01-19 02:49:00,91.388
2014-01-19 02:50:00,91.452
2014-01-19 02:51:00,92.199
2014-01-19 02:52:00,91.487
2014-01-19 02:53:00,91.099
2014-01-19 02:54:00,92.355
2014-01-19 02:55:00,91.979
2014-01-19 02:56:00,91.574
2014-01-19 02:57:00,91.464
2014-01-19 02:58:00,90.109
2014-01-19 02:59:00,91.429
2014-01-19 03:00:00,90.908
2014-01-19 03:01:00,91.851
2014-01-19 03:02:00,91.794
2014-01-19 03:03:00,91.794
2014-01-19 03:04:00,91.811
2014-01-19 03:05:00,91.88
2014-01-19 03:06:00,91.851
2014-01-19 03:07:00,91.782
2014-01-19 03:08:00,92.199
2014-01-19 03:09:00,92.691
2014-01-19 03:10:00,92.1
2014-01-19 03:11:00,91.985
2014-01-19 03:12:00,92.534
2014-01-19 03:13:00,92.951
2014-01-19 03:14:00,92.505
2014-01-19 03:15:00,92.696
2014-01-19 03:16:00,92.621
2014-01-19 03:17:00,92.505
2014-01-19 03:18:00,93.935
2014-01-19 03:19:00,92.291
2014-01-19 03:20:00,93.107
2014-01-19 03:21:00,93.536
2014-01-19 03:22:00,93.211
2014-01-19 03:23:00,92.395
2014-01-19 03:24:00,93.536
2014-01-19 03:25:00,93.113
2014-01-19 03:26:00,93.044
2014-01-19 03:27:00,92.529
2014-01-19 03:28:00,92.882
2014-01-19 03:29:00,91.938
2014-01-19 03:30:00,92.592
2014-01-19 03:31:00,91.539
2014-01-19 03:32:00,91.944
2014-01-19 03:33:00,90.277
2014-01-19 03:34:00,91.88
2014-01-19 03:35:00,91.383
2014-01-19 03:36:00,92.992
2014-01-19 03:37:00,92.667
2014-01-19 03:38:00,92.673
2014-01-19 03:39:00,92.621
2014-01-19 03:40:00,93.102
2014-01-19 03:41:00,92.639
2014-01-19 03:42:00,93.049
2014-01-19 03:43:00,92.968
2014-01-19 03:44:00,92.523
2014-01-19 03:45:00,92.476
2014-01-19 03:46:00,92.702
2014-01-19 03:47:00,92.615
2014-01-19 03:48:00,91.985
2014-01-19 03:49:00,92.042
2014-01-19 03:50:00,91.666
2014-01-19 03:51:00,92.748
2014-01-19 03:52:00,91.753
2014-01-19 03:53:00,91.776
2014-01-19 03:54:00,91.695
2014-01-19 03:55:00,90.937
2014-01-19 03:56:00,91.14
2014-01-19 03:57:00,91.452
2014-01-19 03:58:00,90.85
2014-01-19 03:59:00,91.342
2014-01-19 04:00:00,91.296
2014-01-19 04:01:00,91.388
2014-01-19 04:02:00,91.539
2014-01-19 04:03:00,91.886
2014-01-19 04:04:00,91.388
2014-01-19 04:05:00,91.504
2014-01-19 04:06:00,91.776
2014-01-19 04:07:00,91.36
2014-01-19 04:08:00,91.689
2014-01-19 04:09:00,92.401
2014-01-19 04:10:00,92.314
2014-01-19 04:11:00,92.615
2014-01-19 04:12:00,92.529
2014-01-19 04:13:00,92.621
2014-01-19 04:14:00,92.523
2014-01-19 04:15:00,92.974
2014-01-19 04:16:00,92.818
2014-01-19 04:17:00,92.569
2014-01-19 04:18:00,92.482
2014-01-19 04:19:00,92.5
2014-01-19 04:20:00,92.529
2014-01-19 04:21:00,93.049
2014-01-19 04:22:00,93.489
2014-01-19 04:23:00,92.089
2014-01-19 04:24:00,93.651
2014-01-19 04:25:00,93.819
2014-01-19 04:26:00,93.732
2014-01-19 04:27:00,94.004
2014-01-19 04:28:00,93.252
2014-01-19 04:29:00,92.644
2014-01-19 04:30:00,93.507
2014-01-19 04:31:00,93.136
2014-01-19 04:32:00,93.061
2014-01-19 04:33:00,93.159
2014-01-19 04:34:00,92.17
2014-01-19 04:35:00,93.13
2014-01-19 04:36:00,93.518
2014-01-19 04:37:00,93.159
2014-01-19 04:38:00,93.13
2014-01-19 04:39:00,93.107
2014-01-19 04:40:00,93.032
2014-01-19 04:41:00,93.547
2014-01-19 04:42:00,93.744
2014-01-19 04:43:00,93.13
2014-01-19 04:44:00,92.546
2014-01-19 04:45:00,92.714
2014-01-19 04:46:00,93.246
2014-01-19 04:47:00,93.738
2014-01-19 04:48:00,93.721
2014-01-19 04:49:00,93.177
2014-01-19 04:50:00,93.125
2014-01-19 04:51:00,93.102
2014-01-19 04:52:00,92.725
2014-01-19 04:53:00,93.13
2014-01-19 04:54:00,93.136
2014-01-19 04:55:00,93.327
2014-01-19 04:56:00,92.436
2014-01-19 04:57:00,92.714
2014-01-19 04:58:00,91.169
2014-01-19 04:59:00,92.939
2014-01-19 05:00:00,91.707
2014-01-19 05:01:00,93.536
2014-01-19 05:02:00,93.102
2014-01-19 05:03:00,93.073
2014-01-19 05:04:00,92.876
2014-01-19 05:05:00,93.223
2014-01-19 05:06:00,93.599
2014-01-19 05:07:00,93.183
2014-01-19 05:08:00,93.397
2014-01-19 05:09:00,93.217
2014-01-19 05:10:00,93.715
2014-01-19 05:11:00,93.727
2014-01-19 05:12:00,94.19
2014-01-19 05:13:00,93.061
2014-01-19 05:14:00,93.553
2014-01-19 05:15:00,93.593
2014-01-19 05:16:00,94.016
2014-01-19 05:17:00,93.217
2014-01-19 05:18:00,92.696
2014-01-19 05:19:00,92.54
2014-01-19 05:20:00,92.471
